"Column2","Column4","Column1","Estimate","Std. Error","tvalue","adjR2","Pr(>|t|)"
"Fish","Cmin","0",-1.7891086949617,2.31274874054297,-0.773585415310471,-0.0228182573637352,0.449800223381997
"Fish","Cmin","2",0.107497233382246,0.782694297096505,0.137342553511657,-0.0576499748732071,0.892373577616061
"Fish","Cmax","0",-4.26527446785499,3.56130970543777,-1.19767018895951,0.0235653752983024,0.247478413976523
"Fish","Cmax","2",0.047051397687685,0.772485337858292,0.0609091142339796,-0.0585925121328876,0.952141939556259
"Fish (Trait)","Cmin","0",-0.87827882759899,0.950159336330967,-0.924348994970103,-0.00815366317237776,0.368240118105169
"Fish (Trait)","Cmin","2",0.174901169523362,0.529673916100599,0.33020536637138,-0.0520756656122554,0.745279191336534
"Fish (Trait)","Cmax","0",-1.9465897717364,1.38412921739544,-1.40636419437728,0.0515263699114544,0.177632510626315
"Fish (Trait)","Cmax","2",0.168504033106158,0.530187760134709,0.317819545783827,-0.0525694549635132,0.754492497295881
