"Column3","Column2","Column4","Column1","Modnames","AICc","Delta_AICc","LL","AdjR2","FStatistic","Pval"
"Disturbed","Diatoms","Cmin","0","2",-423.242364819011,0,215.741664337216,0.00131836585672429,1.11220903037603,0.331240613643032
"Disturbed","Diatoms","Cmin","0","1",-423.098773784982,0.14359103402893,214.621243179916,-0.00586751667142282,0.00834074308045991,0.927340393284527
"Disturbed","Diatoms","Cmin","0","3",-422.608789011418,0.633575807592081,216.486212687527,0.00404901705472871,1.23037710057722,0.30037371287484
"Disturbed","Diatoms","Cmin","0","4",-420.488910690763,2.75345412824771,216.500552906357,-0.00178265272315437,0.92437207758778,0.451211884653254
"Undisturbed","Diatoms","Cmin","0","1",-470.86488078078,0,238.504296677815,0.000939017469024028,1.15978300877058,0.283045433290739
"Undisturbed","Diatoms","Cmin","0","2",-470.34858271489,0.516298065889998,239.294773285156,0.00424104480025289,1.3620241687399,0.258955310208767
"Undisturbed","Diatoms","Cmin","0","3",-469.143450172063,1.7214306087169,239.75354326785,0.00363899011297952,1.20696257449786,0.308915265485246
"Undisturbed","Diatoms","Cmin","0","4",-467.160196910857,3.70468386992309,239.836196016404,-0.00139466955070255,0.940809095846847,0.441827607669393
"Disturbed","Diatoms","Cmin","2","2",-744.605845529811,0,376.423404692617,0.00748925467607331,1.6413901818851,0.196801553873117
"Disturbed","Diatoms","Cmin","2","1",-744.190543531061,0.415301998750124,375.167128052956,-0.00124188906111855,0.789140723438851,0.375622678077577
"Disturbed","Diatoms","Cmin","2","3",-742.580824726639,2.02502080317231,376.472230545138,0.00211609348327935,1.12016624706482,0.342518554371887
"Disturbed","Diatoms","Cmin","2","4",-740.645847098466,3.95999843134507,376.579021110209,-0.0026421604002389,0.888004094137306,0.472483152694341
"Undisturbed","Diatoms","Cmin","2","1",-769.532140994886,0,387.837926784868,-0.00532055655426134,0.10029233130915,0.75186995433716
"Undisturbed","Diatoms","Cmin","2","2",-768.538223742412,0.993917252474034,388.389593798917,-0.00480042745081244,0.593913057586722,0.553317499239415
"Undisturbed","Diatoms","Cmin","2","3",-766.53217312251,2.99996787237558,388.447904743073,-0.0101280548334577,0.431831336152827,0.730475958879655
"Undisturbed","Diatoms","Cmin","2","4",-764.749932031021,4.7822089638646,388.631063576486,-0.0140385531076928,0.411621476078554,0.800103108944134
"Disturbed","Diatoms","Cmax","0","1",-285.382930216453,0,145.763321395652,-0.0032767298514873,0.444775246770364,0.505736122180041
"Disturbed","Diatoms","Cmax","0","3",-284.818100752441,0.564829464012064,147.590868558039,0.00617937368720434,1.35234176034436,0.259261450205823
"Disturbed","Diatoms","Cmax","0","2",-283.958686665381,1.42424355107136,146.099825260402,-0.00528430381575151,0.553195227823622,0.576153241783068
