"Column3","Column2","Column4","Column1","Modnames","AICc","Delta_AICc","LL","AdjR2","FStatistic","Pval"
"Undisturbed","Fish (Trait)","Cmax","0","1",60.2472859152555,0,-26.3236429576278,-0.0360568080174939,0.373564712579032,0.549153845621517
"Undisturbed","Fish (Trait)","Cmax","0","2",63.3115946546112,3.06430873935566,-26.2272258987342,-0.0896945570158714,0.259195149736731,0.774850777870879
"Undisturbed","Fish (Trait)","Cmax","0","3",63.4611744735129,3.21388855825735,-24.4228949290641,0.0387239136326851,1.24170317465625,0.329541545367766
"Undisturbed","Fish (Trait)","Cmax","0","4",64.8460892684915,4.59880335323594,-22.9230446342457,0.120480661937332,1.61643099276501,0.225120568907502
"Disturbed","Fish (Trait)","Cmax","2","3",39.0003279507429,0,-12.1924716676792,0.285702235356405,3.39985829018204,0.0455402235931335
"Disturbed","Fish (Trait)","Cmax","2","1",39.9716200958861,0.971292145143131,-16.185810047943,0.0404272069142257,1.7583475997855,0.202372694447888
"Disturbed","Fish (Trait)","Cmax","2","2",40.9095033250776,1.90917537433467,-15.0261802339674,0.0976102664749754,1.97351772259543,0.171369285523074
"Disturbed","Fish (Trait)","Cmax","2","4",43.1720921734777,4.17176422273472,-12.0860460867388,0.243206755364649,2.44614187150713,0.0949785389110578
"Undisturbed","Fish (Trait)","Cmax","2","4",33.0668567987227,0,-7.03342839936135,0.419339692685608,4.24979784792406,0.0185423961437769
"Undisturbed","Fish (Trait)","Cmax","2","3",33.6809403387744,0.614083540051716,-9.5327778616949,0.294954413465414,3.51008802067818,0.0415971648408398
"Undisturbed","Fish (Trait)","Cmax","2","1",36.3637905139744,3.29693371525168,-14.3818952569872,-0.0364251649906613,0.367389955416788,0.552438620186045
"Undisturbed","Fish (Trait)","Cmax","2","2",36.5567751887177,3.48991838999503,-12.8498161657874,0.0628101578355642,1.60317706732132,0.231953218405607
